,date,tournament,home_team,away_team,home_team_rating,away_team_rating,home_goals,away_goals,home_team_rating_change,away_team_rating_change,home_team_new_rating,away_team_new_rating,home_team_rank,away_team_rank,home_team_rank_change,away_team_rank_change,home_team_new_rank,away_team_new_rank,k,hadv,rdiff
745,Nov 16 2018,European Nations League C in Cyprus,Cyprus,Bulgaria,1428,1645,1,1,6,-6,1434,1639,96,53,2,-1,98,52,20,0,-217
746,Nov 16 2018,African Nations Cup qualifier in Egypt,Egypt,Tunisia,1598,1679,3,2,19,-19,1617,1660,48,47,5,-1,53,46,40,100,19
747,Nov 16 2018,European Nations League D in Gibraltar,Gibraltar,Armenia,1124,1445,2,6,-16,16,1108,1461,177,86,-1,4,176,90,40,100,-221
748,Nov 16 2018,CONCACAF Nations League q in Grenada,Grenada,Saint Martin,1062,838,5,2,9,-9,1071,829,185,206,0,-1,185,205,40,100,324
749,Nov 16 2018,Friendly in Honduras,Honduras,Panama,1588,1582,1,0,7,-7,1595,1575,59,64,0,-1,59,63,20,100,106
750,Nov 16 2018,East Asian Championship qual in Taiwan,Hong Kong,Mongolia,1208,711,5,1,4,-4,1212,707,158,218,2,-1,160,217,40,0,497
751,Nov 16 2018,Friendly in Japan,Japan,Venezuela,1732,1752,1,1,-2,2,1730,1754,34,30,0,-1,34,29,20,100,80
752,Nov 16 2018,Southeast Asian Champ in Laos,Laos,Myanmar,721,1064,1,3,-12,12,709,1076,218,176,-2,4,216,180,40,100,-243
753,Nov 16 2018,European Nations League D in Liechtenstein,Liechtenstein,Macedonia,1137,1504,0,2,-11,11,1126,1515,175,77,-1,1,174,78,40,100,-267
754,Nov 16 2018,African Nations Cup qualifier in Morocco,Morocco,Cameroon,1704,1615,2,0,15,-15,1719,1600,37,61,2,-4,39,57,40,100,189
755,Nov 16 2018,European Nations League A in the Netherlands,Netherlands,France,1946,2127,2,0,37,-37,1983,2090,3,2,2,0,5,2,40,100,-81
756,Nov 16 2018,Friendly in Oman,Oman,Syria,1535,1587,1,1,-1,1,1534,1588,74,60,0,0,74,60,20,100,48
757,Nov 16 2018,Friendly in Palestine,Palestine,Pakistan,1376,936,2,1,1,-1,1377,935,115,197,0,1,115,198,20,0,440
758,Nov 16 2018,Friendly in Saudi Arabia,Saudi Arabia,Yemen,1575,1194,1,0,1,-1,1576,1193,61,168,1,-1,62,167,20,100,481
759,Nov 16 2018,European Nations League B in Slovakia,Slovakia,Ukraine,1733,1804,4,1,32,-32,1765,1772,21,28,6,-4,27,24,30,0,-71
760,Nov 16 2018,European Nations League C in Slovenia,Slovenia,Norway,1551,1658,1,1,0,0,1551,1658,68,46,0,1,68,47,20,100,-7
761,Nov 16 2018,African Nations Cup qualifier in South Sudan,South Sudan,Burundi,1038,1348,2,5,-16,16,1022,1364,189,116,-1,1,188,117,40,100,-210
762,Nov 16 2018,East Asian Championship qual in Taiwan,Taiwan,North Korea,979,1438,0,2,-7,7,972,1445,197,91,-2,3,195,94,40,100,-359
763,Nov 16 2018,Friendly in the United Arab Emirates,United Arab Emirates,Bolivia,1500,1660,0,0,2,-2,1502,1658,80,47,1,0,81,47,20,100,-60
764,Nov 16 2018,Southeast Asian Champ in Vietnam,Vietnam,Malaysia,1290,1084,2,0,9,-9,1299,1075,134,186,1,-4,135,182,40,100,306
765,Nov 16 2018,European Nations League B in Wales,Wales,Denmark,1795,1893,1,2,-20,20,1775,1913,22,11,1,1,23,12,40,100,2
766,Nov 17 2018,European Nations League C in Albania,Albania,Scotland,1532,1682,0,4,-32,32,1500,1714,89,36,-7,4,82,40,40,100,-50
767,Nov 17 2018,Friendly in Australia,Australia,South Korea,1722,1772,1,1,-1,1,1721,1773,36,24,1,0,37,24,20,100,50
768,Nov 17 2018,European Nations League D in Azerbaijan,Azerbaijan,Faroe Islands,1413,1265,2,0,12,-12,1425,1253,96,151,5,-3,101,148,40,100,248
769,Nov 17 2018,CONCACAF Nations League q in the Cayman Islands,Cayman Islands,Saint Lucia,939,1147,0,0,6,-6,945,1141,197,172,0,0,197,172,40,100,-108
770,Nov 17 2018,African Nations Cup qualifier in the Comoros,Comoros,Malawi,1061,1279,2,1,27,-27,1088,1252,170,159,8,-10,178,149,40,100,-118
771,Nov 17 2018,CONCACAF Nations League q in Cuba,Cuba,Dominican Republic,1327,1277,1,0,12,-12,1339,1265,120,146,3,-3,123,143,40,100,150
772,Nov 17 2018,African Nations Cup qualifier in Equatorial Guinea,Equatorial Guinea,Senegal,1300,1752,0,1,-5,5,1295,1757,136,28,-1,1,135,29,40,100,-352
773,Nov 17 2018,African Nations Cup qualifier in Gabon,Gabon,Mali,1427,1510,0,1,-21,21,1406,1531,109,75,-4,2,105,77,40,100,17
774,Nov 17 2018,African Nations Cup qualifier in The Gambia,Gambia,Benin,1272,1424,3,1,34,-34,1306,1390,121,116,11,-7,132,109,40,100,-52
775,Nov 17 2018,European Nations League A in Italy,Italy,Portugal,1884,1974,0,0,-1,1,1883,1975,14,6,0,0,14,6,40,100,10
776,Nov 17 2018,CONCACAF Nations League q in Jamaica,Jamaica,Suriname,1566,1263,2,1,4,-4,1570,1259,63,143,1,2,64,145,30,0,303
777,Nov 17 2018,Friendly in Jordan,Jordan,India,1465,1213,2,1,2,-2,1467,1211,90,159,-1,0,89,159,20,100,352
778,Nov 17 2018,European Nations League D in Malta,Malta,Kosovo,1204,1449,0,5,-24,24,1180,1473,172,81,-4,6,168,87,40,100,-145
779,Nov 17 2018,African Nations Cup qualifier in Namibia,Namibia,Guinea-Bissau,1389,1305,0,0,-10,10,1379,1315,117,127,-3,2,114,129,40,100,184
780,Nov 17 2018,CONCACAF Nations League q in Nicaragua,Nicaragua,Haiti,1303,1501,0,2,-22,22,1281,1523,143,74,-5,4,138,78,40,100,-98
781,Nov 17 2018,Southeast Asian Champ in Malaysia,Philippines,East Timor,1196,648,3,2,2,-2,1198,646,163,226,1,0,164,226,40,0,548
782,Nov 17 2018,European Nations League C in Romania,Romania,Lithuania,1730,1345,3,0,4,-4,1734,1341,34,124,0,-2,34,122,40,100,485
783,Nov 17 2018,European Nations League C in Serbia,Serbia,Montenegro,1797,1615,2,1,7,-7,1804,1608,19,56,1,-1,20,55,40,100,282
784,Nov 17 2018,African Nations Cup qualifier in the Seychelles,Seychelles,Libya,978,1467,1,8,-9,9,969,1476,197,86,-2,0,195,86,40,100,-389
785,Nov 17 2018,African Nations Cup qualifier in South Africa,South Africa,Nigeria,1543,1726,1,1,5,-5,1548,1721,70,37,0,0,70,37,20,0,-183
786,Nov 17 2018,Southeast Asian Champ in Thailand,Thailand,Indonesia,1399,1214,4,2,10,-10,1409,1204,100,168,4,-5,104,163,40,100,285
787,Nov 17 2018,European Nations League B in Turkey,Turkey,Sweden,1712,1814,0,1,-20,20,1692,1834,46,17,-3,1,43,18,40,100,-2
788,Nov 17 2018,African Nations Cup qualifier in Uganda,Uganda,Cape Verde,1456,1418,1,0,12,-12,1468,1406,85,105,3,0,88,105,40,100,138
789,Nov 17 2018,Friendly in Vanuatu,Vanuatu,New Caledonia,1212,1219,2,2,-3,3,1209,1222,162,154,-1,1,161,155,20,100,93
790,Nov 18 2018,African Nations Cup qualifier in Angola,Angola,Burkina Faso,1295,1555,2,1,29,-29,1324,1526,119,89,8,-11,127,78,40,100,-160
791,Nov 18 2018,CONCACAF Nations League q in the Bahamas,Bahamas,Anguilla,872,568,1,1,-16,16,856,584,202,229,0,1,202,230,40,100,404
792,Nov 18 2018,CONCACAF Nations League q in Barbados,Barbados,US Virgin Islands,1131,718,3,0,3,-3,1134,715,173,215,0,0,173,215,20,0,413
793,Nov 18 2018,African Nations Cup qualifier in Congo,Congo,DR Congo,1387,1550,1,1,4,-4,1391,1546,104,71,4,-1,108,70,20,0,-163
794,Nov 18 2018,European Nations League A in England,England,Croatia,1946,1939,2,1,14,-14,1960,1925,8,12,0,-1,8,11,40,100,107
795,Nov 18 2018,African Nations Cup qualifier in Eswatini,Eswatini,Niger,1224,1290,1,2,-22,22,1202,1312,173,125,-10,6,163,131,40,100,34
796,Nov 18 2018,African Nations Cup qualifier in Ethiopia,Ethiopia,Ghana,1274,1613,0,2,-12,12,1262,1625,149,46,-4,4,145,50,40,100,-239
797,Nov 18 2018,European Nations League C in Greece,Greece,Estonia,1647,1434,0,1,-34,34,1613,1468,58,80,-4,9,54,89,40,100,313
798,Nov 18 2018,African Nations Cup qualifier in Guinea,Guinea,Ivory Coast,1467,1607,1,1,2,-2,1469,1605,87,58,1,-1,88,57,30,100,-40
799,Nov 18 2018,European Nations League C in Hungary,Hungary,Finland,1583,1648,2,0,27,-27,1610,1621,49,55,6,-3,55,52,30,0,-65
800,Nov 18 2018,African Nations Cup qualifier in Lesotho,Lesotho,Tanzania,1281,1346,1,0,18,-18,1299,1328,136,133,1,-7,137,126,30,0,-65
801,Nov 18 2018,African Nations Cup qualifier in Liberia,Liberia,Zimbabwe,1320,1498,1,0,24,-24,1344,1474,112,89,8,-3,120,86,40,100,-78
802,Nov 18 2018,African Nations Cup qualifier in Madagascar,Madagascar,Sudan,1390,1229,1,3,-49,49,1341,1278,133,131,-12,10,121,141,40,100,261
803,Nov 18 2018,African Nations Cup qualifier in Mauritania,Mauritania,Botswana,1342,1327,2,1,14,-14,1356,1313,116,133,2,-3,118,130,30,0,15
804,Nov 18 2018,European Nations League D in Moldova,Moldova,Luxembourg,1329,1342,1,1,-5,5,1324,1347,128,118,-1,1,127,119,40,100,87
805,Nov 18 2018,African Nations Cup qualifier in Mozambique,Mozambique,Zambia,1276,1440,1,0,24,-24,1300,1416,132,109,4,-6,136,103,40,100,-64
806,Nov 18 2018,European Nations League B in Northern Ireland,Northern Ireland,Austria,1642,1744,1,2,-20,20,1622,1764,51,26,0,3,51,29,40,100,-2
807,Nov 18 2018,African Nations Cup qualifier in Rwanda,Rwanda,Central African Republic,1270,1330,2,2,-2,2,1268,1332,142,125,0,0,142,125,30,100,40
808,Nov 18 2018,European Nations League D in San Marino,San Marino,Belarus,837,1536,0,2,-2,2,835,1538,204,71,0,1,204,72,40,100,-599
809,Nov 18 2018,Friendly in Spain,Spain,Bosnia and Herzegovina,2008,1798,1,0,3,-3,2011,1795,4,21,0,0,4,21,20,100,310
810,Nov 18 2018,CONCACAF Nations League q in Saint Kitts and Nevis,Saint Kitts and Nevis,Canada,1257,1537,0,1,-10,10,1247,1547,154,66,-4,3,150,69,40,100,-180
811,Nov 18 2018,European Nations League A in Switzerland,Switzerland,Belgium,1877,2080,5,2,45,-45,1922,2035,9,3,3,0,12,3,40,100,-103
812,Nov 18 2018,African Nations Cup qualifier in Togo,Togo,Algeria,1395,1497,1,4,-35,35,1360,1532,124,64,-8,10,116,74,40,100,-2
813,Nov 18 2018,CONCACAF Nations League q in Turks and Caicos Islands,Turks and Caicos Islands,St Vincent & Grenadines,746,1113,3,2,33,-33,779,1080,209,183,2,-4,211,179,40,100,-267
814,Nov 19 2018,European Nations League D in Andorra,Andorra,Latvia,1073,1305,0,0,7,-7,1080,1298,174,141,5,-3,179,138,40,100,-132
815,Nov 19 2018,European Nations League C in Bulgaria,Bulgaria,Slovenia,1639,1551,1,1,-10,10,1629,1561,49,67,0,0,49,67,40,100,188
816,Nov 19 2018,CONCACAF Nations League q in Curaçao,Curaçao,Guadeloupe,1312,1226,6,0,22,-22,1334,1204,117,170,7,-9,124,161,40,100,186
817,Nov 19 2018,European Nations League C in Cyprus,Cyprus,Norway,1434,1658,0,2,-20,20,1414,1678,108,43,-5,2,103,45,40,100,-124
818,Nov 19 2018,European Nations League B in Czechia,Czechia,Slovakia,1712,1765,1,0,17,-17,1729,1748,31,37,5,-5,36,32,30,0,-53
819,Nov 19 2018,European Nations League B in Denmark,Denmark,Ireland,1913,1689,0,0,-15,15,1898,1704,15,42,-1,1,14,43,40,100,324
820,Nov 19 2018,European Nations League D in Georgia,Georgia,Kazakhstan,1540,1336,2,1,6,-6,1546,1330,69,128,1,-2,70,126,40,100,304
821,Nov 19 2018,European Nations League A in Germany,Germany,Netherlands,1941,1983,2,2,-3,3,1938,1986,9,5,0,0,9,5,40,100,58
822,Nov 19 2018,Friendly in Belgium,Iceland,Qatar,1672,1532,2,2,-4,4,1668,1536,47,74,-1,0,46,74,20,0,140
823,Nov 19 2018,European Nations League D in Liechtenstein,Liechtenstein,Armenia,1126,1461,2,2,12,-12,1138,1449,172,97,1,-2,173,95,40,100,-235
824,Nov 19 2018,European Nations League D in Macedonia,Macedonia,Gibraltar,1515,1108,4,0,4,-4,1519,1104,80,175,0,0,80,175,40,100,507
825,Nov 19 2018,CONCACAF Nations League q in Martinique,Martinique,Antigua and Barbuda,1445,1177,4,2,6,-6,1451,1171,93,169,1,0,94,169,40,100,368
826,Nov 19 2018,Friendly in Oman,Oman,Bahrain,1534,1404,2,1,4,-4,1538,1400,71,107,1,0,72,107,20,100,230
827,Nov 20 2018,Friendly in Albania,Albania,Wales,1500,1775,1,0,15,-15,1515,1760,77,31,3,-4,80,27,20,100,-175
828,Nov 20 2018,Friendly in Argentina,Argentina,Mexico,1908,1794,2,0,7,-7,1915,1787,13,22,0,0,13,22,20,100,214
829,Nov 20 2018,Friendly in Australia,Australia,Lebanon,1721,1464,3,0,4,-4,1725,1460,38,92,0,0,38,92,20,100,357
830,Nov 20 2018,Friendly in the United Arab Emirates,Bolivia,Iraq,1658,1562,0,0,-3,3,1655,1565,46,64,1,1,47,65,20,0,96
831,Nov 20 2018,Friendly in England,Brazil,Cameroon,2136,1600,1,0,1,-1,2137,1599,1,56,0,1,1,57,20,0,536
832,Nov 20 2018,Southeast Asian Champ in Cambodia,Cambodia,Laos,778,709,3,1,16,-16,794,693,202,224,5,-4,207,220,40,100,169
833,Nov 20 2018,Friendly in Chile,Chile,Honduras,1847,1595,4,1,4,-4,1851,1591,17,58,0,1,17,59,20,100,352
834,Nov 20 2018,Friendly in China,China,Palestine,1532,1377,1,1,-6,6,1526,1383,79,109,-2,2,77,111,20,100,255
835,Nov 20 2018,CONCACAF Nations League q in Anguilla,Dominica,Sint Maarten,1030,828,2,0,14,-14,1044,814,187,206,0,0,187,206,40,0,202
836,Nov 20 2018,Friendly in El Salvador,El Salvador,Haiti,1445,1523,1,0,9,-9,1454,1514,92,83,2,-2,94,81,20,100,22
837,Nov 20 2018,Friendly in France,France,Uruguay,2090,1927,1,0,4,-4,2094,1923,2,12,0,-1,2,11,20,100,263
838,Nov 20 2018,CONCACAF Nations League q in French Guiana,French Guiana,Guyana,1312,1194,2,1,9,-9,1321,1185,128,167,2,-1,130,166,40,100,218
839,Nov 20 2018,Friendly in Qatar,Iran,Venezuela,1829,1754,1,1,-2,2,1827,1756,19,28,0,1,19,29,20,0,75
840,Nov 20 2018,Friendly in Belgium,Italy,United States,1883,1749,1,0,6,-6,1889,1743,15,37,0,-3,15,34,20,0,134
841,Nov 20 2018,Friendly in Japan,Japan,Kyrgyzstan,1730,1264,4,0,1,-1,1731,1263,35,144,0,0,35,144,20,100,566
842,Nov 20 2018,Friendly in Jordan,Jordan,Saudi Arabia,1467,1576,1,1,0,0,1467,1576,91,62,0,0,91,62,20,100,-9
843,Nov 20 2018,European Nations League D in Kosovo,Kosovo,Azerbaijan,1473,1425,4,0,22,-22,1495,1403,81,113,3,-7,84,106,40,100,148
844,Nov 20 2018,Friendly in Kuwait,Kuwait,Syria,1419,1588,1,2,-8,8,1411,1596,103,55,-1,3,102,58,20,100,-69
845,Nov 20 2018,European Nations League D in Malta,Malta,Faroe Islands,1180,1253,1,1,-2,2,1178,1255,168,146,0,1,168,147,40,100,27
846,Nov 20 2018,European Nations League C in Montenegro,Montenegro,Romania,1608,1734,0,1,-19,19,1589,1753,66,26,-5,4,61,30,40,100,-26
847,Nov 20 2018,Southeast Asian Champ in Myanmar,Myanmar,Vietnam,1076,1299,0,0,7,-7,1083,1292,174,142,4,-3,178,139,40,100,-123
848,Nov 20 2018,Friendly in Nigeria,Nigeria,Uganda,1721,1468,0,0,-8,8,1713,1476,46,83,-4,3,42,86,20,100,353
849,Nov 20 2018,Friendly in Panama,Panama,Ecuador,1575,1765,1,2,-7,7,1568,1772,65,23,-1,2,64,25,20,100,-90
850,Nov 20 2018,Friendly in Peru,Peru,Costa Rica,1871,1708,2,3,-16,16,1855,1724,16,38,0,2,16,40,20,100,263
851,Nov 20 2018,European Nations League A in Portugal,Portugal,Poland,1975,1737,1,1,-15,15,1960,1752,8,31,-1,1,7,32,40,100,338
852,Nov 20 2018,European Nations League C in Scotland,Scotland,Israel,1714,1569,3,2,8,-8,1722,1561,41,67,0,-1,41,66,40,100,245
853,Nov 20 2018,European Nations League C in Serbia,Serbia,Lithuania,1804,1341,4,1,3,-3,1807,1338,20,125,0,-2,20,123,30,0,463
854,Nov 20 2018,Friendly tournament in South Africa,South Africa,Paraguay,1548,1728,1,1,3,-3,1551,1725,68,39,0,-1,68,38,30,100,-80
855,Nov 20 2018,Friendly in Australia,South Korea,Uzbekistan,1773,1600,4,0,10,-10,1783,1590,22,62,1,-2,23,60,20,0,173
856,Nov 20 2018,European Nations League B in Sweden,Sweden,Russia,1834,1770,2,0,17,-17,1851,1753,16,34,1,-4,17,30,40,100,164
857,Nov 20 2018,Friendly in Tunisia,Tunisia,Morocco,1660,1719,0,1,-11,11,1649,1730,49,32,-1,4,48,36,20,100,41
858,Nov 20 2018,Friendly in Turkey,Turkey,Ukraine,1692,1772,0,0,-1,1,1691,1773,44,23,0,1,44,24,20,100,20
859,Nov 20 2018,Friendly in the United Arab Emirates,United Arab Emirates,Yemen,1502,1193,2,0,3,-3,1505,1190,82,164,0,1,82,165,20,100,409
860,Nov 21 2018,Southeast Asian Champ in the Philippines,Philippines,Thailand,1198,1409,1,1,6,-6,1204,1403,158,107,3,-2,161,105,40,100,-111
861,Nov 21 2018,Southeast Asian Champ in Singapore,Singapore,East Timor,1082,646,6,1,3,-3,1085,643,177,228,1,-1,178,227,20,0,436
862,Nov 24 2018,Southeast Asian Champ in Malaysia,Malaysia,Myanmar,1075,1083,3,0,26,-26,1101,1057,168,193,8,-7,176,186,40,100,92
863,Nov 24 2018,Southeast Asian Champ in Vietnam,Vietnam,Cambodia,1292,794,3,0,2,-2,1294,792,139,209,0,-1,139,208,20,0,498
864,Nov 25 2018,Southeast Asian Champ in Indonesia,Indonesia,Philippines,1204,1204,0,0,-6,6,1198,1210,167,155,-3,3,164,158,40,100,100
865,Nov 25 2018,Southeast Asian Champ in Thailand,Thailand,Singapore,1403,1085,3,0,6,-6,1409,1079,101,183,2,-2,103,181,40,100,418
866,Dec 1 2018,Southeast Asian Champ in Malaysia,Malaysia,Thailand,1101,1409,0,0,11,-11,1112,1398,174,111,1,-4,175,107,30,0,-308
867,Dec 2 2018,Southeast Asian Champ in the Philippines,Philippines,Vietnam,1210,1294,1,2,-21,21,1189,1315,172,123,-7,8,165,131,40,100,16
868,Dec 5 2018,Southeast Asian Champ in Thailand,Thailand,Malaysia,1398,1112,2,2,-16,16,1382,1128,115,175,-4,0,111,175,40,100,386
869,Dec 6 2018,Southeast Asian Champ in Vietnam,Vietnam,Philippines,1315,1189,2,1,9,-9,1324,1180,125,169,3,-2,128,167,40,100,226
870,Dec 11 2018,Southeast Asian Champ in Malaysia,Malaysia,Vietnam,1128,1324,2,2,5,-5,1133,1319,175,134,0,-3,175,131,20,0,-196
871,Dec 13 2018,Friendly in Oman,Oman,Tajikistan,1538,1220,2,1,2,-2,1540,1218,72,156,0,-1,72,155,20,100,418
872,Dec 15 2018,Southeast Asian Champ in Vietnam,Vietnam,Malaysia,1319,1133,1,0,6,-6,1325,1127,125,175,3,0,128,175,40,100,286
873,Dec 16 2018,Friendly in Oman,Oman,Tajikistan,1540,1218,1,0,2,-2,1542,1216,72,155,0,0,72,155,20,100,422
874,Dec 16 2018,Friendly in Qatar,Palestine,Pakistan,1383,935,2,0,2,-2,1385,933,110,198,0,0,110,198,20,0,448
875,Dec 20 2018,Friendly in Bahrain,Bahrain,Tajikistan,1400,1216,5,0,7,-7,1407,1209,100,161,3,-3,103,158,20,100,284
876,Dec 20 2018,Friendly in Qatar,Kyrgyzstan,Jordan,1263,1467,1,0,15,-15,1278,1452,138,97,3,-3,141,94,20,0,-204
877,Dec 23 2018,Friendly in Qatar,Qatar,Jordan,1536,1452,2,0,8,-8,1544,1444,70,100,2,-3,72,97,20,100,184
878,Dec 24 2018,Friendly in Qatar,Iran,Palestine,1827,1385,1,1,-9,9,1818,1394,19,104,0,3,19,107,20,0,442
879,Dec 24 2018,Friendly in Qatar,Iraq,China,1565,1526,2,1,9,-9,1574,1517,61,81,2,-2,63,79,20,0,39
880,Dec 25 2018,Friendly in Qatar,Qatar,Kyrgyzstan,1544,1278,1,0,2,-2,1546,1276,68,143,2,-1,70,142,20,100,366
881,Dec 25 2018,Friendly in Turkey,Turkmenistan,Afghanistan,1238,1158,2,0,12,-12,1250,1146,149,172,1,-1,150,171,20,0,80
882,Dec 25 2018,Friendly in Vietnam,Vietnam,North Korea,1325,1445,1,1,1,-1,1326,1444,128,96,0,0,128,96,20,100,-20
883,Dec 27 2018,Friendly in Bahrain,Bahrain,Lebanon,1407,1460,1,0,9,-9,1416,1451,97,95,3,-2,100,93,20,100,47
884,Dec 27 2018,Friendly in the United Arab Emirates,India,Oman,1211,1542,0,0,7,-7,1218,1535,154,75,1,-1,155,74,20,0,-331
885,Dec 27 2018,Friendly in Qatar,Qatar,Algeria,1546,1532,0,1,-13,13,1533,1545,80,69,-5,3,75,72,20,100,114
886,Dec 28 2018,Friendly in Turkey,Afghanistan,Turkmenistan,1146,1250,2,2,3,-3,1149,1247,171,150,0,0,171,150,20,0,-104
887,Dec 28 2018,Friendly in Qatar,China,Jordan,1517,1444,1,1,-2,2,1515,1446,79,96,0,0,79,96,20,0,73
888,Dec 28 2018,Friendly in Qatar,Iraq,Palestine,1574,1394,1,0,5,-5,1579,1389,61,111,1,-2,62,109,20,0,180
889,Dec 28 2018,Friendly in the United Arab Emirates,United Arab Emirates,Kuwait,1505,1411,0,2,-23,23,1482,1434,88,93,-3,5,85,98,20,100,194
890,Dec 29 2018,Friendly in Bahrain,Bahrain,North Korea,1416,1444,4,0,15,-15,1431,1429,97,103,2,-3,99,100,20,100,72
891,Dec 30 2018,Friendly in the United Arab Emirates,Australia,Oman,1725,1535,5,0,10,-10,1735,1525,32,80,3,-3,35,77,20,0,190
892,Dec 30 2018,Friendly in the United Arab Emirates,Syria,Yemen,1596,1190,1,0,2,-2,1598,1188,58,164,0,0,58,164,20,0,406
893,Dec 31 2018,Friendly in Qatar,Kyrgyzstan,Palestine,1276,1389,2,1,13,-13,1289,1376,138,117,2,-4,140,113,20,0,-113
894,Dec 31 2018,Friendly in Qatar,Qatar,Iran,1533,1818,1,2,-5,5,1528,1823,76,19,-1,0,75,19,20,100,-185
895,Dec 31 2018,Friendly in the United Arab Emirates,Saudi Arabia,South Korea,1576,1783,0,0,5,-5,1581,1778,61,23,1,0,62,23,20,0,-207
896,Dec 31 2018,Friendly in Qatar,Vietnam,Philippines,1326,1180,4,2,9,-9,1335,1171,120,169,4,-1,124,168,20,0,146
